date,signalid_mean,trans_1_1_mean,trans_1_2_mean,trans_1_3_mean,trans_2_1_mean,trans_2_2_mean,trans_2_3_mean,trans_3_1_mean,trans_3_2_mean,trans_3_3_mean,signal_1_mean,signal_2_mean,signalid_std,trans_1_1_std,trans_1_2_std,trans_1_3_std,trans_2_1_std,trans_2_2_std,trans_2_3_std,trans_3_1_std,trans_3_2_std,trans_3_3_std,signal_1_std,signal_2_std
1980-01-01,50.5,0.5845597687727999,0.2586832812431986,0.29015169225159965,0.2197795008983986,0.5105380121899994,0.30189342111319883,0.1956607312035989,0.2307787057287997,0.4079548856348,13.240865199995708,13.663095300004425,29.011491975882016,0.055374778889889884,0.01008025324755811,0.01987290119196204,0.031941113284509784,0.018270188989040176,0.008435946035102218,0.024222380491816888,0.016631175716268636,0.0252827677128029,5.499798710308617,5.619494304494476
1980-02-01,50.5,0.5852852663643993,0.2555877801767983,0.2854125703691992,0.2188014990963993,0.5124099861907986,0.30084357270119905,0.19591323461679877,0.23200223586479943,0.41374385673519964,13.949798800006288,13.759633500000389,29.011491975882016,0.0538566836892032,0.008967342639639393,0.01858438804114784,0.031105190596502626,0.01978276008962715,0.009775565217367548,0.023642557625588867,0.017859845481313048,0.02543749482700423,5.042385406991304,4.990394326190865
1980-03-01,50.5,0.5548429562971996,0.25199646657279867,0.257715927703999,0.2381674804215993,0.5150619811136005,0.2873895572687999,0.2069895607995991,0.23294155054279905,0.4548945153347998,14.61615349999454,15.32523140000264,29.011491975882016,0.04746041548090156,0.011236706655711283,0.016863678546138856,0.02918988189273673,0.01495330566325032,0.010582490498907325,0.019530490277088922,0.012101915170999065,0.025747818653774283,4.174809835843524,4.332154070959595
1980-04-01,50.5,0.5784695512984002,0.2519016766687984,0.2643663456183986,0.22406049216279908,0.5133810426291989,0.2929934413687996,0.1974699564979989,0.23471727971799924,0.44264021374680007,15.108169199998004,14.142422900010077,29.011491975882016,0.04713905640635817,0.009283470233072057,0.015609341883680928,0.02821391847018255,0.015458485853026584,0.009225018385446418,0.019967863702368558,0.014509100132507688,0.0224899676640224,4.8561655378605355,4.688802277935597
1980-05-01,50.5,0.5763389801247992,0.25079583556479784,0.2613520152955987,0.22515056358919902,0.5138471660984006,0.2913141724531985,0.19851045679599913,0.23535699627199985,0.4473338113003999,14.453356000007616,14.108104900006618,29.011491975882016,0.04937037141854982,0.009924416522710146,0.017079369214587244,0.028711077573044218,0.01599886864594664,0.009841375034715976,0.021703455043353838,0.014478212751857287,0.02509466238624759,5.118477172414992,4.519216273703327
1980-06-01,50.5,0.5791992927672007,0.25122947615199825,0.25893855872879884,0.22384248501759924,0.5135347330936011,0.28941498974879926,0.19695822266279905,0.23523578960999966,0.45164645154280025,14.375080500003278,14.261429200006159,29.011491975882016,0.04699646789108253,0.009644957499589178,0.0182402027430087,0.026632536059822066,0.01505802321753472,0.01192948739169625,0.02134145555857095,0.012590758652450528,0.028129100304973228,4.493605580131892,4.716862052027221
1980-07-01,50.5,0.5743509983499997,0.24783671672319824,0.24282275153439956,0.22647003322479903,0.5118016152964,0.28218092825079905,0.19917896868279927,0.2403616676063999,0.4749963205939995,13.53572429999566,12.960758700000579,29.011491975882016,0.04634083035969095,0.00993336597035324,0.016378516612045545,0.02740011144666084,0.014641402925264913,0.010954901428272854,0.020221615931772925,0.013584896087361588,0.02537842239784638,4.29891938615248,4.381040122466838
1980-08-01,50.5,0.5826205386276004,0.24698972330319854,0.2554937040199992,0.22035263260119858,0.5130987614459994,0.2899104495203991,0.1970268278263992,0.23991151545279912,0.45459584647600104,12.803761199998107,12.98907180000039,29.011491975882016,0.04974692916976359,0.008134167076269443,0.01696698766025093,0.028519688331776698,0.017660960898416407,0.010979958293271913,0.022017164618200902,0.01596578886600503,0.025800012189864715,4.491250525258244,4.545248011872735
1980-09-01,50.5,0.5868773371291993,0.25128934372719813,0.2713518914635991,0.21765056811039854,0.5133485513943997,0.2968456390991993,0.19547209579719904,0.23536210590479925,0.4318024680347994,12.539869999995519,12.93366229999371,29.011491975882016,0.0448756693792599,0.007553518843935371,0.021095918059482237,0.02604072374904699,0.015817899480323264,0.011127586712380379,0.019550583537859982,0.014606946225703701,0.030559918252585767,5.2267131253287475,5.322419949377277
1980-10-01,50.5,0.5839342015635992,0.2443496548311989,0.2380867510435986,0.21956739659079816,0.5110153615904002,0.28067873900239937,0.19649840050399844,0.24463498090799932,0.4812345093715994,13.091955100004782,11.978866100000806,29.011491975882016,0.040683734282165845,0.009528565443529381,0.017222885332779672,0.02434327580609301,0.01534536460973173,0.010488422351701221,0.01784021292408821,0.014199828330714684,0.026122833308766132,3.867607794325877,4.443810000175994
1980-11-01,50.5,0.5883344406472003,0.24720183879279842,0.2581239911591994,0.21641441156999902,0.5118170763356,0.2920794470243998,0.19525114888919884,0.24098108297119922,0.4497965625083989,12.576531400005853,12.797105499996297,29.011491975882016,0.05122043727302991,0.0087357149233978,0.02045281384686433,0.0291069673094483,0.01883893980457487,0.010355089502849383,0.023009492844058867,0.01814764733764377,0.027541568075650762,5.107093336076541,4.800243795912834
1980-12-01,50.5,0.5743022328431999,0.24659795476359836,0.24525093384199884,0.2248407153631991,0.5122342147744013,0.2833183058095996,0.20085705109279905,0.24116782938119893,0.4714307607727989,12.367207099999861,13.504084799996704,29.011491975882016,0.04662377679423573,0.009606407327033516,0.01621883307049791,0.02718005541690288,0.013310837185347164,0.008771673420599604,0.020444173136848702,0.015297549728799804,0.02300764976016372,4.4505935257137565,4.379934752837251
